68,249,2015-1-10,12
69,1788,2010-11-14,30
69,7177,2014-5-26,30
69,7981,2008-6-12,36
69,6682,2011-1-7,6
69,1554,2006-5-9,12
70,5613,2013-5-11,30
70,8348,2008-11-24,18
70,4128,2020-8-17,36
70,3850,2011-2-27,18
70,4332,2014-1-13,30
71,8023,2015-1-10,36
71,382,2010-11-19,6
71,8567,2016-12-24,18
71,1023,2009-9-20,6
71,6418,2016-11-1,24
72,188,2017-10-10,6
72,5981,2011-7-11,6
72,5096,2013-4-2,30
72,3029,2020-5-28,36
72,3367,2014-12-15,6
73,8226,2019-8-5,36
73,4985,2020-8-21,30
73,4825,2009-5-2,18
73,8616,2021-1-28,6
73,7631,2012-12-25,24
74,2884,2008-2-9,18
74,4144,2014-12-14,6
74,3730,2006-6-15,12
74,9083,2008-5-8,12
74,9618,2008-1-5,18
75,3193,2016-12-12,30
75,7181,2012-8-27,6
75,2970,2005-7-1,6
75,9923,2014-5-4,18
75,8468,2018-1-21,6
76,7621,2013-12-1,36
76,5569,2008-4-22,18
76,6034,2008-12-1,6
76,9833,2017-6-3,18
76,5787,2009-10-3,36
77,1755,2010-4-18,18
77,7323,2008-5-16,24
77,4821,2008-8-12,12
77,8394,2018-9-1,6
77,4182,2007-4-13,24
78,1233,2006-4-13,12
78,6751,2010-12-27,30
78,8038,2019-10-11,6
78,1740,2005-8-10,18
78,7222,2019-11-4,6
79,665,2010-7-13,24
79,5953,2018-3-19,36
79,2561,2010-5-20,18
79,9289,2014-4-20,18
79,5708,2015-8-26,30
80,5098,2010-2-5,36
80,4004,2018-2-3,24
80,5973,2006-6-9,30
80,5786,2009-4-6,12
80,888,2010-10-17,12
81,2877,2005-6-8,30
81,8360,2018-5-27,24
81,5315,2015-7-13,36
81,7360,2008-3-23,18
81,3281,2014-8-26,36
82,3462,2016-1-10,30
82,1293,2020-1-17,12
82,4441,2008-2-11,30
82,1493,2017-7-24,6
82,3566,2016-6-14,6
83,4942,2013-7-10,24
83,8174,2010-6-25,18
83,653,2009-4-19,12
83,418,2019-4-27,24
83,335,2016-4-26,36
84,788,2006-8-15,30
84,8105,2021-12-25,18
84,4060,2007-11-10,30
84,8796,2007-2-2,30
84,9395,2020-11-27,24
85,6233,2009-6-20,12
85,4771,2013-9-25,6
85,5912,2006-12-8,18
85,6021,2014-12-10,12
85,8963,2009-5-15,36
86,4636,2005-5-10,12
86,5458,2016-1-7,36
86,8249,2016-8-24,12
86,3593,2010-12-9,18
86,569,2017-4-27,18
87,3636,2021-6-24,24
87,5552,2005-2-24,24
87,2728,2009-11-26,24
87,1056,2021-8-3,18
87,9581,2006-9-23,18
88,5385,2016-8-7,12
88,1778,2008-1-9,36
88,3487,2016-7-25,6
88,2414,2018-7-10,18
88,6029,2012-12-2,24
89,7939,2012-9-25,12
89,4080,2018-4-17,24
89,8462,2020-1-27,12
89,6698,2008-11-24,30
89,9437,2019-3-19,18
90,5323,2021-5-20,12
90,9271,2017-3-15,30
90,803,2006-12-14,18
90,3323,2011-2-2,12
90,9608,2005-6-21,18
91,6550,2012-11-25,30
91,1725,2010-8-9,6
91,5220,2021-10-25,30
91,9237,2008-3-7,30
91,3159,2009-3-16,24
92,8659,2006-3-22,12
92,7171,2014-2-5,6
92,309,2021-9-22,36
92,7060,2016-5-6,30
92,4220,2021-11-27,36
93,9303,2011-7-8,24
93,7269,2016-12-18,6
93,1240,2019-8-16,36
93,284,2015-5-3,12
93,306,2017-8-27,30
94,305,2009-1-28,30
94,6812,2017-9-28,12
94,6297,2006-6-23,12
94,5887,2009-12-13,12
94,5460,2021-2-28,30
95,6578,2007-8-27,18
95,2652,2006-6-24,12
95,2700,2011-12-5,6
95,2653,2011-7-7,6
95,4100,2020-2-24,24
96,9782,2006-7-26,6
96,4126,2006-4-16,18
96,1176,2012-4-22,24
96,2320,2016-3-26,36
96,8744,2018-12-3,18
97,1862,2006-5-3,24
97,9810,2005-9-26,12
97,1640,2012-12-8,18
97,882,2021-1-13,36
97,1961,2013-8-22,6
98,5208,2012-10-2,36
98,2440,2006-3-3,18
98,1032,2018-11-9,6
98,2564,2007-12-22,12
98,8397,2013-9-14,12
99,4489,2018-6-7,30
99,5493,2005-2-25,30
99,7232,2020-6-12,30
99,7703,2017-1-17,30
99,4945,2021-2-12,36
100,532,2005-9-26,6
100,2637,2011-7-20,30
100,6510,2021-7-23,6
100,8499,2014-7-27,36
100,9950,2021-5-17,36
101,4584,2007-11-4,12
101,9707,2011-12-27,6
101,1963,2018-2-22,18
101,5304,2012-10-19,36
101,7581,2006-2-8,24
102,4122,2021-6-27,30
102,8132,2014-11-22,18
102,8297,2013-12-24,12
102,1513,2014-11-20,24
102,8921,2021-6-23,24
103,601,2009-9-5,24
103,7605,2010-12-7,18
103,4497,2005-12-1,30
103,9112,2012-8-7,12
103,7142,2010-10-18,12
104,7405,2012-3-8,12
104,252,2010-2-19,12
104,2312,2019-3-3,12
104,7246,2011-3-16,12
104,9815,2009-5-17,12
105,3154,2008-7-16,12
105,643,2008-9-27,6
105,8812,2006-5-25,36
105,7494,2016-1-27,24
105,349,2007-2-13,30
106,9694,2018-9-25,30
106,5492,2007-11-23,24
106,3164,2013-7-5,6
106,9070,2017-11-12,36
106,4866,2014-8-7,24
107,1633,2018-2-21,24
107,1732,2006-3-13,36
107,3752,2008-10-28,30
107,7217,2011-1-23,12
107,5877,2013-9-26,6
108,1991,2007-9-7,24
108,3481,2009-4-2,12
108,1120,2005-2-26,12
108,9408,2016-8-21,6
108,5547,2005-2-19,30
109,9813,2016-10-11,12
109,6279,2007-5-20,36
109,1095,2005-2-17,12
109,6711,2021-1-18,30
109,1277,2012-5-9,18
110,9214,2017-12-12,24
110,7763,2019-5-24,30
110,9861,2005-2-19,24
110,5076,2006-6-28,30
110,1537,2018-10-5,18
111,8729,2016-1-14,18
111,1630,2020-3-24,18
111,1313,2013-9-13,30
111,4186,2017-2-6,12
111,7826,2018-7-2,18
112,4933,2006-4-16,18
112,3685,2007-4-26,24
112,9920,2018-7-10,18
112,7012,2007-10-9,12
112,6128,2018-10-4,30
113,7286,2014-2-24,18
113,5456,2005-10-27,12
113,3034,2010-10-10,24
113,166,2021-2-2,24
113,3114,2006-11-19,6
114,405,2016-11-12,24
114,2213,2009-4-7,30
114,586,2012-4-22,30
114,2866,2016-10-4,24
114,5940,2016-5-11,24
115,5500,2005-12-8,6
115,4152,2012-2-4,18
115,390,2020-3-10,24
115,2860,2013-11-18,30
115,609,2012-10-6,6
116,2901,2012-4-24,12
116,915,2012-9-4,30
116,6152,2011-8-24,12
116,181,2017-6-17,6
116,5093,2021-5-24,12
117,9692,2011-7-14,30
117,4673,2007-8-15,24
117,4351,2020-11-21,36
117,7174,2015-4-22,6
117,9023,2013-10-13,30
118,1567,2011-8-16,30
118,5851,2015-4-16,30
118,3015,2011-6-14,12
118,3854,2019-4-7,36
118,789,2011-10-21,24
119,6720,2007-8-6,12
119,7583,2019-2-12,6
119,7987,2020-7-25,24
119,403,2015-12-4,30
119,6225,2009-5-16,24
120,1303,2006-6-19,12
120,437,2017-3-6,24
120,8606,2020-6-26,12
120,6606,2021-10-26,24
120,4577,2015-11-10,6
121,7074,2006-9-10,18
121,5678,2005-11-9,24
121,7536,2005-2-25,36
121,5160,2013-3-15,30
121,1849,2006-8-6,18
122,9487,2014-6-17,12
122,4814,2008-10-12,30
122,1033,2008-8-10,36
122,7143,2011-6-20,18
122,3223,2016-10-15,24
123,8775,2007-12-10,36
123,807,2006-9-3,36
123,1241,2020-11-2,18
123,5604,2007-11-26,30
123,5131,2007-2-10,6
124,2015,2018-2-21,36
124,5064,2014-11-19,36
124,6217,2017-11-6,6
124,9046,2016-5-14,18
124,7618,2016-10-15,36
125,9547,2010-6-22,18
125,8268,2017-9-27,12
125,4885,2014-9-23,24
125,2881,2017-3-2,6
125,997,2021-6-4,30
126,963,2018-4-10,36
126,2377,2010-2-20,12
126,3231,2007-7-8,24
126,7738,2011-4-24,12
126,7639,2021-11-20,30
127,973,2010-6-8,18
127,9944,2006-10-7,6
127,7882,2006-6-7,18
127,282,2016-2-6,12
127,7204,2013-1-5,24
128,9935,2011-9-10,36
128,8520,2011-1-6,30
128,5468,2006-6-12,18
128,5876,2013-5-9,6
128,4907,2008-4-18,6
129,556,2009-10-7,12
129,6565,2016-10-28,24
129,8250,2010-5-20,36
129,9499,2020-5-14,6
129,8220,2009-3-21,36
130,1157,2020-10-11,30
130,4426,2021-8-3,18
130,6221,2012-10-13,18
130,9096,2008-1-16,24
130,6609,2013-1-21,30
131,7753,2013-5-16,6
131,6966,2013-2-25,18
131,2151,2012-10-7,24
131,3117,2010-3-27,6
131,3236,2007-8-11,24
132,6918,2021-2-10,30
132,9881,2013-11-8,6
132,3085,2020-8-20,6
132,7337,2018-9-24,6
132,6697,2013-6-9,12
133,6417,2008-2-19,18
133,4524,2008-2-6,24
133,1632,2019-1-23,36
133,4969,2014-9-3,18
133,6447,2015-11-6,12
134,9860,2015-10-1,18
134,8918,2006-12-16,24
134,58,2008-5-20,30
134,507,2015-3-23,30
134,3821,2017-7-7,6
135,5471,2019-10-23,36
135,856,2009-8-25,6
135,8993,2017-3-1,36
135,8587,2006-9-2,36
135,6735,2019-7-13,6
136,5740,2015-3-19,24
136,2794,2010-10-1,12
136,750,2007-11-18,36
136,7698,2017-9-2,18
136,2806,2011-1-7,30
137,8261,2012-11-24,18
137,6919,2013-11-5,6
137,711,2021-4-28,24
137,3995,2008-10-6,18
137,6344,2014-7-4,12
138,3957,2012-1-25,30
138,6901,2005-11-2,18
138,6106,2019-1-17,36
138,9329,2015-7-28,18
138,9875,2005-6-3,36
139,8966,2016-9-18,12
139,6666,2021-10-8,36
139,1425,2005-3-22,36
139,7788,2013-10-13,24
139,35,2017-5-3,18
140,1658,2006-8-23,36
140,5570,2019-8-25,24
140,1307,2020-11-20,6
140,5950,2019-1-18,18
140,2743,2008-2-16,6
141,9936,2019-11-10,6
141,1525,2012-1-18,36
141,5523,2008-2-14,24
141,3653,2012-9-22,24
141,9151,2017-6-7,30
142,6794,2014-6-6,30
142,4184,2017-1-3,12
142,7342,2014-6-26,18
142,9014,2014-10-26,6
142,1035,2018-1-9,36
143,7895,2016-8-24,6
143,874,2018-10-28,36
143,5881,2007-6-17,24
143,1622,2015-11-15,12
143,748,2018-10-20,24
144,6322,2015-10-3,30
144,2074,2021-12-17,12
144,6014,2016-4-11,36
144,1637,2019-8-24,18
144,5338,2008-7-5,18
145,5720,2009-1-21,12
145,3993,2014-3-5,24
145,228,2019-10-15,12
145,1840,2015-9-18,24
145,2520,2005-8-26,6
146,3213,2015-12-5,24
146,1629,2012-6-28,36
146,7338,2013-2-28,30
146,9235,2013-2-10,24
146,7905,2011-2-23,36
147,5979,2020-7-5,24
147,96,2009-11-21,6
147,4621,2016-5-10,24
147,651,2020-3-25,30
147,5620,2014-1-9,6
148,5484,2019-11-27,36
148,3721,2005-10-5,24
148,766,2019-6-17,18
148,8626,2015-10-11,12
148,9615,2013-7-9,24
149,5403,2019-8-12,18
149,9996,2021-9-20,24
149,6984,2005-11-24,12
149,3303,2006-5-20,12
149,2283,2015-2-11,24
150,5201,2021-3-2,18
150,9680,2015-12-8,18
150,6112,2007-2-6,24
150,7021,2015-3-17,6
150,6301,2008-12-22,36
151,3026,2021-9-1,18
151,5379,2013-6-9,36
151,6530,2015-6-12,12
151,9625,2015-12-12,36
151,2466,2020-4-9,18
152,1000,2009-2-17,18
152,8094,2020-2-17,18
152,7504,2012-9-18,12
152,196,2011-4-20,12
152,6363,2019-6-28,6
153,9272,2021-8-7,36
153,1553,2006-1-20,30
153,3794,2018-8-8,18
153,8961,2016-4-12,6
153,19,2017-12-28,12
154,8897,2011-9-18,6
154,7931,2011-2-10,36
154,2522,2021-12-4,24
154,7970,2019-6-19,24
154,6893,2011-1-9,6
155,1358,2016-10-17,36
155,1365,2006-3-26,36
155,5193,2020-12-24,18
155,1933,2019-6-28,18
155,315,2019-8-26,18
156,7312,2014-3-17,24
156,9621,2015-5-27,36
156,6931,2012-3-19,30
156,706,2008-12-11,12
156,5651,2011-1-26,18
157,8057,2005-2-19,6
157,7386,2015-11-14,18
157,1750,2020-2-22,24
157,1236,2014-8-24,24
157,3001,2016-6-16,12
158,2409,2010-3-24,12
158,4687,2010-2-1,24
158,2187,2020-5-7,6
158,5611,2018-10-28,24
158,575,2013-12-25,24
159,4880,2014-8-16,24
159,2549,2016-12-3,12
159,3414,2020-3-12,24
159,7744,2006-1-15,12
159,1364,2019-9-1,36
160,8751,2020-7-19,36
160,7678,2014-10-2,18
160,9555,2015-1-5,12
160,2922,2021-7-1,36
160,8133,2010-8-20,12
161,5192,2019-7-28,30
161,4871,2008-5-2,30
161,7304,2021-2-22,6
161,4652,2009-11-11,36
161,5621,2007-12-15,30
162,4,2009-7-8,30
162,8946,2017-1-12,24
162,6427,2008-9-22,18
162,193,2019-7-12,12
162,5777,2017-2-1,6
163,7548,2008-9-9,30
163,1956,2021-12-21,6
163,5275,2006-10-3,24
163,9825,2013-10-18,18
163,1158,2007-1-14,30
164,9853,2019-2-3,18
164,2951,2018-6-12,30
164,7521,2006-12-16,30
164,164,2015-11-17,12
164,9113,2006-12-8,6
165,88,2005-1-13,18
165,146,2021-9-11,36
165,5258,2016-10-10,12
165,7707,2016-5-14,6
165,5710,2021-6-19,12
166,5075,2007-2-4,36
166,2355,2014-11-7,36
166,198,2013-6-5,12
166,3836,2008-9-24,36
166,5253,2015-7-23,36
167,2479,2009-5-18,36
167,6303,2021-11-3,6
167,7606,2020-4-28,36
167,3180,2008-10-10,30
167,5645,2007-1-21,30
168,4792,2006-6-27,18
168,4870,2008-6-8,24
168,5990,2021-11-23,36
168,7168,2021-12-26,6
168,6007,2021-6-16,36
169,410,2010-5-1,12
169,3406,2011-7-9,6
169,3291,2013-11-9,36
169,1889,2017-9-3,36
169,8092,2018-1-5,12
170,9510,2017-10-1,30
170,9431,2008-12-14,12
170,4398,2017-1-8,6
170,6725,2010-12-16,24
170,1659,2008-7-1,6
171,7561,2012-8-4,6
171,2563,2014-8-16,6
171,6423,2013-9-12,12
171,8034,2021-4-12,24
171,9216,2008-9-8,6
172,2141,2013-8-26,12
172,5863,2015-2-23,24
172,1852,2018-3-1,6
172,7537,2014-2-8,18
172,436,2013-1-24,12
173,2043,2020-4-10,12
173,4116,2006-2-9,18
173,2223,2014-2-14,24
173,1097,2011-1-20,18
173,91,2006-11-12,18
174,9776,2014-7-5,30
174,7884,2011-11-21,30
174,9812,2020-10-14,30
174,7137,2015-6-16,12
174,5364,2013-8-25,18
175,4438,2020-3-8,36
175,8083,2017-9-11,6
175,5935,2021-6-7,6
175,1318,2010-4-7,12
175,8838,2021-5-2,24
176,2680,2011-12-5,36
176,2258,2012-9-20,12
176,7926,2014-11-6,6
176,1383,2009-12-10,6
176,5754,2021-10-24,30
177,1337,2017-2-27,24
177,6335,2019-2-26,6
177,1242,2013-10-4,18
177,9633,2005-2-2,12
177,4853,2013-12-6,30
178,9442,2015-8-3,6
178,8428,2012-2-18,30
178,27,2021-10-13,36
178,8568,2015-9-22,12
178,578,2015-9-4,30
179,9036,2021-1-18,6
179,9171,2020-12-2,6
179,1586,2009-1-1,30
179,6554,2013-11-9,36
179,191,2017-11-11,6
180,5333,2015-10-9,6
180,3782,2012-4-11,12
180,4216,2006-11-25,18
180,1997,2012-1-7,18
180,5768,2021-11-16,36
181,769,2021-12-2,6
181,4405,2011-8-28,6
181,20,2010-7-5,30
181,8825,2007-7-3,6
181,2257,2012-11-2,36
182,5663,2016-7-28,24
182,8433,2017-7-15,36
182,9724,2008-1-11,12
182,4548,2015-2-24,6
182,2038,2016-9-17,6
183,7118,2014-7-11,30
183,9324,2010-10-27,30
183,3563,2016-1-17,12
183,8516,2010-8-15,24
183,9691,2013-9-21,30
184,8141,2018-12-15,36
184,7235,2015-5-3,36
184,8022,2016-10-7,30
184,5236,2007-8-6,36
184,6289,2014-11-4,36
185,3125,2016-3-15,30
185,3667,2021-12-9,36
185,1607,2018-3-13,12
185,2593,2019-7-14,18
185,7477,2006-3-23,24
186,1534,2014-2-17,18
186,9579,2010-4-19,12
186,8032,2016-7-14,6
186,5903,2006-4-7,12
186,8890,2013-5-24,24
187,4884,2018-9-6,6
187,4446,2014-6-15,24
187,6365,2014-3-28,36
187,1587,2011-1-21,30
187,6215,2005-2-9,18
188,7034,2007-1-26,30
188,9145,2016-3-21,24
188,9992,2021-8-12,6
188,4958,2013-1-18,18
188,3023,2012-7-26,18
189,1897,2020-8-27,36
189,1246,2007-8-6,12
189,5908,2021-10-26,24
189,5291,2021-8-15,12
189,3760,2015-8-27,6
190,4106,2017-7-2,30
190,8082,2012-11-19,36
190,5733,2020-5-2,30
190,7223,2014-11-25,30
190,6092,2014-1-25,24
191,1959,2020-8-8,24
191,8304,2018-3-14,36
191,5328,2010-1-11,24
191,7408,2011-7-17,18
191,3725,2012-10-2,30
192,9712,2011-1-27,30
192,3482,2011-4-25,18
192,5187,2005-6-2,24
192,7443,2005-6-8,12
192,3461,2005-8-16,30
193,9365,2018-6-14,12
193,9666,2018-8-9,30
193,5516,2021-7-26,6
193,7671,2010-10-11,18
193,873,2007-12-17,30
194,3265,2015-8-10,6
194,13,2015-2-15,30
194,5809,2014-4-26,6
194,8577,2013-1-13,18
194,8103,2005-1-9,18
195,128,2016-12-17,24
195,7086,2005-9-4,6
195,5867,2013-5-8,6
195,840,2006-5-27,6
195,5299,2013-5-24,6
196,2913,2020-1-12,30
196,8895,2007-7-2,24
196,3810,2011-6-10,12
196,5921,2019-7-20,30
196,6451,2015-7-5,36
197,8818,2011-8-22,18
197,8324,2020-5-25,12
197,1839,2012-1-6,24
197,5149,2014-1-2,18
197,8211,2008-1-24,30
198,890,2017-2-20,6
198,321,2009-3-12,12
198,1440,2006-4-12,12
198,7219,2019-8-26,36
198,3759,2020-5-28,12
199,3917,2007-6-5,30
199,4006,2013-9-9,24
199,946,2006-10-12,6
199,8355,2020-8-5,36
199,7208,2017-11-4,12
200,3192,2014-9-15,12
200,5936,2008-3-3,12
200,5361,2010-10-26,6
200,9480,2021-5-23,24
200,9578,2017-4-22,18
201,9560,2020-6-24,30
201,4129,2020-11-21,6
201,4213,2013-2-4,30
201,6443,2008-3-28,18
201,9164,2009-2-21,18
202,4886,2021-3-3,24
202,4278,2012-4-9,30
